Socialist	socialist
994-3812	@card@
3,882,848	@card@
8957	@card@
ZUCKER	Zucker
JUKES	Jukes
838-0256	@card@
1-800-562-2706	@card@
1-376	@card@
466-5969	@card@
23911	@card@
Gnawing	gnawing
212-581	@card@
738-7256	@card@
GOALIE	goalie
687-4808	@card@
2-6-4--12	@card@
940-898-3188	@card@
586-0938	@card@
360-584-6245	@card@
2-4-4--10	@card@
873-3291	@card@
Gnat	gnat
Go-carts	go-cart
201-656-2240	@card@
873-3349	@card@
965-2636	@card@
248-633	@card@
234-7110	@card@
240-777-6804	@card@
832-7472	@card@
617-8591	@card@
Longstanding	longstanding
3969	@card@
2-13-2	@card@
Goal-line	goal-line
6-7-10--23	@card@
960-5121	@card@
601-692-6999	@card@
929-2885	@card@
800-386-4442	@card@
Go	go
740-3947	@card@
427-9345	@card@
0-3-0-0	@card@
DEY	Dey
75240	@card@
363,120	@card@
10-17-1-3	@card@
241-8633	@card@
0-6-3	@card@
1:45.94	@card@
413-637-3353	@card@
841-2795	@card@
292-6308	@card@
646-6547	@card@
235-587	@card@
863-7047	@card@
0-0	@card@
247-7409	@card@
Go	go
241-8864	@card@
GO	go
13-21-3	@card@
1-800-388-2227	@card@
13410	@card@
Trespass	trespass
4-4-3--11	@card@
575-9266	@card@
6-3-1--10	@card@
71-75	@card@
Goal-kick	goal-kick
UTILITIES	Utilities
Goading	goad
335-7172	@card@
303-626-3050	@card@
6-13-4--23	@card@
GNU	gnu
256-7670	@card@
9-10-6--25	@card@
5-9-10--24	@card@
185-201-178	@card@
5,516,865	@card@
korean	Korean
1-800-442-8951	@card@
9-8-11	@card@
Go-ahead	go-ahead
935-2043	@card@
252-8848	@card@
Throw	throw
11-22-8--41	@card@
8-6-15-4--33	@card@
2-4-9--15	@card@
617-954-2823	@card@
442-2000	@card@
587-6937	@card@
68-81	@card@
19429	@card@
468-5000	@card@
595.00/595.80	@card@
Go-karts	go-kart
922-8118	@card@
4-13-9--26	@card@
415-673-3333	@card@
0.12493117	@card@
800-227-3235	@card@
100,858	@card@
GNAT	gnat
696-3797	@card@
1-0-6--7	@card@
GOAL-ORIENTED	goal-oriented
410-332-0033	@card@
242-593	@card@
444-4480	@card@
10-3-13--26	@card@
951-893-2115	@card@
POSTS	post
PUNK	punk
918-2170	@card@
22405	@card@
414-9411	@card@
800-427	@card@
581-7268	@card@
overcooks	overcook
316-208-6961	@card@
617-972-8300	@card@
Gnats	gnat
830-4833	@card@
833-6777	@card@
290-4236	@card@
472-7777	@card@
644-2001	@card@
Gnarly	gnarly
926-7203	@card@
1-970-264-5076	@card@
344-1190	@card@
Gnawed	gnaw
617-244-9899	@card@
408-292-3157	@card@
688	@card@
155:59	@card@
2:26.3	@card@
GOA	goa
860-395-0150	@card@
12-12-12--36	@card@
378-2615	@card@
254-8234	@card@
1-12-2	@card@
617-288-2784	@card@
341-3021	@card@
1-800-642-3191	@card@
547-272-6306	@card@
630-584-7961	@card@
Gnash	gnash
1:49.4	@card@
1.7396	@card@
4-5-9--18	@card@
020-7723	@card@
25-22-6	@card@
753-7733	@card@
782-2249	@card@
689400	@card@
685-8969	@card@
246-2675	@card@
950-6264	@card@
7.6-7.7	@card@
1:22.35	@card@
262-6311	@card@
226-581	@card@
183/21:43:55	@card@
782-4685	@card@
WAKULLA	Wakulla
297-9135	@card@
Goal-oriented	goal-oriented
GoAhead	goahead
tunnell	Tunnell
8-4-4-16	@card@
hilo	Hilo
17-10-7--34	@card@
525-5098	@card@
617.782.2418	@card@
7-7-5--19	@card@
SCHWARZER	Schwarzer
84741-5000	@card@
Gnarled	gnarl
626.30/627.10	@card@
632.20/633.70	@card@
850-617-2713	@card@
800-375-0876	@card@
941-637-8326	@card@
GOAL-line	goal-line
1,199-1,185	@card@
724-3709	@card@
GATOR	Gator
Gnashing	gnash
563-0965	@card@
04617317	@card@
20-21-7--48	@card@
6-11-11--28	@card@
showa	Showa
13-7-5	@card@
1-888-695-0888	@card@
5-6-8	@card@
Gnocchi	gnocchi
539-0505	@card@
1-866-404-1643	@card@
6-13-4	@card@
216-771-4616	@card@
781-444-7771	@card@
553-2457	@card@
783-2480	@card@
Goal-setting	goal-setting
7-9-4-20	@card@
212-268-2046	@card@
915-9365	@card@
432-8957	@card@
28.3	@card@
RoM	Rom
TOBIAS	Tobias
800-767-3772	@card@
557-9545	@card@
863-8390	@card@
979-553-5101	@card@
749-3200	@card@
19-9-7--35	@card@
243-6217	@card@
299-6446	@card@
2.15.4	@card@
610-220-5120	@card@
GOALKEEPER	goalkeeper
16-29-2	@card@
0686611	@card@
704-583-1444	@card@
24-7-2	@card@
LIBERATION	liberation
8-14-8-30	@card@
6-17-1	@card@
7-20-4	@card@
897-8300	@card@
366-4141	@card@
536-9464	@card@
9-8-14--31	@card@
Gnawing	gnaw
444-6777	@card@
MOLLE	Molle
360-876-2338	@card@
322-8228	@card@
275-3340	@card@
28,560	@card@
Gnarled	gnarled
Goaded	goad
15,023	@card@
10-5-0	@card@
Glorify	glorify
5:21-43	@card@
212-375-8275	@card@
612-230-6400	@card@
3,187,128	@card@
262-85	@card@
5-10-0	@card@
GODFATHERS	godfather
166,803	@card@
330.673.6606	@card@
GOALKEEPING	goalkeeping
Godowns	godown
12-12-3	@card@
GODSPEED	godspeed
1:20.86	@card@
Godawful	godawful
GODLEY	Godley
25-28-10	@card@
1:09.64	@card@
Goers	goer
Gods	god
58,530	@card@
60:49	@card@
8/23/78	@card@
Goannas	goanna
Gobs	gob
untimeliest	untimely
1:56.28	@card@
1:56.42	@card@
57-22	@card@
3,861,654	@card@
65,538,104	@card@
11-12-1-1	@card@
30-26-1-4	@card@
4195	@card@
41:4	@card@
Gobbling	gobble
16,000-26,000	@card@
236-1307	@card@
Boxthorn	boxthorn
1,023,018	@card@
0-0-8	@card@
6-4/290	@card@
13913	@card@
222,245	@card@
oubliettes	oubliette
343-4037	@card@
73:52	@card@
Instructed	instruct
1:9	@card@
Tumuli	tumulus
11-10	@card@
1,919,140	@card@
Stemmed	stemmed
30-14-3	@card@
704-639-0406	@card@
1:01.33	@card@
9:51.43	@card@
30303-3142	@card@
34:50	@card@
Lawgiver	lawgiver
3,336	@card@
20771-0001	@card@
12-12-10	@card@
18550	@card@
9:51.82	@card@
Goatee	goatee
HAUT	Haut
Sustainer	sustainer
29,968,622	@card@
412.65	@card@
Goateed	goateed
Godmother	godmother
891.1	@card@
25,649	@card@
SEMPER	Semper
27-31-1-7	@card@
29,959	@card@
4:16	@card@
HeadStart	headstart
GOB	gob
1:12.23	@card@
75,112,876	@card@
Gobbles	gobble
17-9-2	@card@
58:00	@card@
842-4242	@card@
19,038	@card@
calamites	calamite
GOES	go
Goatees	goatee
Goalmouth	goalmouth
255-9839	@card@
6-3/210	@card@
GODMANCHESTER	Godmanchester
GOBLET	goblet
Gobo	gobo
18-7-0	@card@
452-4477	@card@
29,417	@card@
31:3	@card@
407-999-2570	@card@
18-6-3	@card@
GOd	god
GOALMOUTH	goalmouth
29.457	@card@
SCOVELL	Scovell
GODDARD	Goddard
WORKED	work
Gob	gob
EPYX	Epyx
meI	Mei
Goddamn	goddamn
1:14.75	@card@
Gofer	gofer
11-20-4	@card@
Gobbler	gobbler
81,722	@card@
5954-236-0600	@card@
21-8-2	@card@
543-6091	@card@
22:53	@card@
314,530	@card@
toronto	Toronto
RoE	Roe
20-44-13	@card@
28:9	@card@
81,447	@card@
Goalless	goalless
GOEBBELS	Goebbels
53,221	@card@
804,719	@card@
2--0	@card@
2-01	@card@
172,699	@card@
229-6120	@card@
149,381	@card@
STOFFEL	Stoffel
86:09	@card@
11:1-7	@card@
25:4	@card@
argentinean	Argentinean
17-10-8	@card@
23-8-2	@card@
1872-1933	@card@
14842	@card@
18,884	@card@
0.917	@card@
0.916	@card@
Godmothers	godmother
12,570.29	@card@
Maintained	maintain
321-0434	@card@
Gobioid	gobioid
66:44	@card@
uninsurables	uninsurable
Goes	go
8,047	@card@
672-3377	@card@
7,210,519	@card@
9-15-0-1	@card@
49-9-5	@card@
668-0493	@card@
4-7-0-2	@card@
Enosis	enosis
50-26-38	@card@
All-wise	all-wise
8:31-35	@card@
571,536	@card@
344,204	@card@
Godetia	godetia
6:5-6	@card@
Goblin	goblin
17510	@card@
Creswells	Creswell
Gobble	gobble
Trajectories	trajectory
Transversals	transversal
704-639-1565	@card@
Goeth	goeth
29:7	@card@
38,520	@card@
552.00	@card@
155,438	@card@
Going-out-of-business	going-out-of-business
569.46	@card@
569.48	@card@
552.20	@card@
569.10	@card@
569.00	@card@
3870-3880	@card@
652.50	@card@
565.70/566.60	@card@
39:51	@card@
12.935	@card@
625.70	@card@
625.27	@card@
GOGO	Gogo
360-793-2325	@card@
541.20	@card@
541.50	@card@
578.40/579.15	@card@
paso	Paso
Gold-diggers	gold-digger
535.40	@card@
674.50	@card@
566.50	@card@
566.80	@card@
535.70	@card@
543.50	@card@
543.30	@card@
Going	going
580.80	@card@
585.60/586.50	@card@
601.80	@card@
601.90	@card@
580.20	@card@
580.25	@card@
591.0	@card@
631.40	@card@
619.50/621.00	@card@
631.80	@card@
608.50	@card@
23236-3925	@card@
12.525	@card@
608.10	@card@
360-793-9622	@card@
574.90	@card@
574.80	@card@
167,282	@card@
537.40	@card@
34,956	@card@
GOLD	gold
552.92	@card@
666.02	@card@
635.20	@card@
599.60	@card@
332.95	@card@
602,444	@card@
135,802	@card@
713.50	@card@
592.20	@card@
592.90	@card@
28-17-2	@card@
617.80	@card@
617.60	@card@
Goggles	goggle
564.80	@card@
585.20/586.10	@card@
600,696	@card@
549.90	@card@
40,711	@card@
629.25	@card@
559.05	@card@
559.25	@card@
549.60	@card@
535-570	@card@
629.60	@card@
629.75	@card@
629.34	@card@
571.57	@card@
629.79	@card@
Gold-medal	gold-medal
684.90	@card@
404-657-9105	@card@
701.20	@card@
557.80	@card@
557.60	@card@
701.00	@card@
557.20	@card@
564.20	@card@
571.00	@card@
571.20	@card@
701.80	@card@
527.90	@card@
13/10/04	@card@
527.50	@card@
639.50	@card@
511.6	@card@
623.00	@card@
623.30	@card@
623.20	@card@
GILDER	Gilder
603.50	@card@
617.50	@card@
610.10	@card@
988,445	@card@
Indicated	indicate
637.70	@card@
637.30	@card@
Ocarina	ocarina
556.13	@card@
556.10	@card@
700.90	@card@
27,554	@card@
680.80	@card@
556.95	@card@
583.50	@card@
680.50	@card@
554.00	@card@
554.10	@card@
128.99	@card@
180,730	@card@
539.50	@card@
5,785	@card@
626.00	@card@
641.30	@card@
626.30	@card@
641.90	@card@
626.90	@card@
92.77	@card@
626.65	@card@
606.20	@card@
5,466	@card@
554.70	@card@
554.60	@card@
593.70/594.45	@card@
633.30	@card@
633.90	@card@
679.10	@card@
633.80	@card@
606.80	@card@
81-27	@card@
81-25	@card@
679.90	@card@
679.80	@card@
645.10	@card@
645.63	@card@
190,292	@card@
19,415	@card@
647.50	@card@
1,264.2	@card@
588.00	@card@
595.50	@card@
497.98	@card@
595.60	@card@
34,7	@card@
389,303	@card@
538.809	@card@
581,453	@card@
165.61	@card@
686.50	@card@
597.20	@card@
597.75	@card@
597.70	@card@
612.50	@card@
619.20/620.00	@card@
48.650	@card@
155	@card@
173.80	@card@
154.20	@card@
612.00	@card@
560.60	@card@
657.70	@card@
876,662	@card@
227.40	@card@
1921-1924	@card@
18-15-4	@card@
657.50	@card@
546.40	@card@
546.10	@card@
578.60	@card@
686.10	@card@
578.50	@card@
546.80	@card@
546.50	@card@
523.40	@card@
576.30	@card@
576.00	@card@
643.50	@card@
643.10	@card@
585.80	@card@
516-749-4016	@card@
515.12	@card@
649.00	@card@
649.30	@card@
562.90	@card@
562.80	@card@
562.72	@card@
562.30	@card@
649.40	@card@
649.50	@card@
16,299	@card@
1:03.50	@card@
425-450	@card@
590.50	@card@
06830	@card@
590.80	@card@
568.66	@card@
320.6	@card@
13.785	@card@
665.80	@card@
653.30	@card@
GWYNN	Gwynn
513.00	@card@
Paperless	paperless
655.10	@card@
621.80	@card@
655.80	@card@
SCRIPT	script
655.40	@card@
655.55	@card@
187.292	@card@
403,507	@card@
270,00	@card@
138.44	@card@
636.30	@card@
667.40	@card@
Arrived	arrive
697.80	@card@
630.60	@card@
630.50	@card@
5,69	@card@
5,71	@card@
358.54	@card@
573.20	@card@
09:11	@card@
573.40	@card@
88	@card@
607.10	@card@
95-63	@card@
10,144	@card@
609.20	@card@
704.30	@card@
572.15	@card@
572.90	@card@
558.60	@card@
544.29	@card@
544.30	@card@
544.60	@card@
651.80	@card@
558.75	@card@
616.40	@card@
585.90/586.80	@card@
540.70	@card@
630.00	@card@
Goggle	goggle
551.20	@card@
558.30/559.20	@card@
551.80	@card@
551.81	@card@
551.60	@card@
551.57	@card@
707.00	@card@
1,411-407	@card@
175,005	@card@
507.85	@card@
628.50	@card@
593.30	@card@
628.10	@card@
495.30	@card@
565.40	@card@
156,861	@card@
593.70	@card@
602.80	@card@
602.55	@card@
602.60	@card@
602.40	@card@
602.30	@card@
6.494	@card@
549.3	@card@
15,5	@card@
180,209	@card@
384,640	@card@
646.50	@card@
600.60	@card@
638.80	@card@
7,723	@card@
600.10	@card@
600.30	@card@
600.50	@card@
534.20	@card@
563.70	@card@
563.50	@card@
563.30	@card@
13,910	@card@
248-195	@card@
548.20	@card@
548.28	@card@
714.90	@card@
542.30	@card@
542.27	@card@
542.10	@card@
Previewing	preview
548.70	@card@
11.045	@card@
615-631	@card@
27-15-1	@card@
43-1-1	@card@
chay	Chay
669.50	@card@
56.407	@card@
9,500/10	@card@
716.70	@card@
618.60	@card@
618.90	@card@
661.25	@card@
618.20	@card@
23-1-0	@card@
661.60	@card@
661.50	@card@
3,86	@card@
3,17	@card@
542.70	@card@
730.10	@card@
GOIANIA	Goiania
730.00	@card@
49-77	@card@
189,234	@card@
KUY	Kuy
BATTY	Batty
589.50	@card@
555.50	@card@
555.10	@card@
699.20	@card@
591.20	@card@
591.90	@card@
587.00	@card@
78,133	@card@
683.20	@card@
33:60-62	@card@
605.60	@card@
605.70	@card@
605.10	@card@
189,531	@card@
622.40	@card@
215-386-1444	@card@
149,205	@card@
622.95	@card@
Gold-leaf	gold-leaf
269-2492	@card@
triplanes	triplane
528.40	@card@
594.60	@card@
594.40	@card@
632.00	@card@
632.10	@card@
632.80	@card@
594.20	@card@
577.80	@card@
577.90	@card@
149,953	@card@
648.50	@card@
GOLCONDA	Golconda
648.00	@card@
693.00	@card@
00:22	@card@
671.30	@card@
671.50	@card@
547.92	@card@
547.70	@card@
538.80	@card@
634.60	@card@
634.10	@card@
634.15	@card@
9,562	@card@
685.60	@card@
627.40	@card@
685.00	@card@
553.90/554.80	@card@
547.25	@card@
Gold-colored	gold-colored
149,751	@card@
360.40	@card@
685.70	@card@
337,360	@card@
149,712	@card@
53,036	@card@
schists	schist
Gogga	gogga
620.85	@card@
613.37	@card@
545.30	@card@
620.70	@card@
545.25	@card@
545.90	@card@
582.60	@card@
620.56	@card@
GOINS	Goins
545.80	@card@
545.70	@card@
130,336	@card@
231-211	@card@
Gold-mining	gold-mining
518.90	@card@
615.35	@card@
596.60	@card@
725.45	@card@
579.75	@card@
1176.00	@card@
67,557	@card@
579.10	@card@
691.50	@card@
691.80	@card@
25-0-8	@card@
646.0	@card@
705.70	@card@
586.30	@card@
0.082	@card@
586.75	@card@
567.00	@card@
567.10	@card@
583.0-583.6	@card@
567.80	@card@
558.60/559.50	@card@
695.15	@card@
183-47	@card@
553.55	@card@
553.40	@card@
575.60	@card@
2:04:16	@card@
6211.80	@card@
426.74	@card@
516.55	@card@
656.30	@card@
630,728	@card@
140.43	@card@
Goldenrod	goldenrod
Sovereign	sovereign
552.30	@card@
569.05	@card@
696.00	@card@
398,700	@card@
JiangSu	Jiangsu
30:49	@card@
30:58	@card@
708.50	@card@
203.95	@card@
ESTATES	estate
34,721	@card@
309,658	@card@
67.277	@card@
fluoresces	fluoresce
664.70	@card@
275,400	@card@
325,852	@card@
113-89	@card@
361-582-4000	@card@
652.10	@card@
652.00	@card@
20,901	@card@
283,608	@card@
634.10/635.10	@card@
703.70	@card@
185,061	@card@
598.70-589.20	@card@
334,329	@card@
256.306	@card@
283,700	@card@
1,022,794.30	@card@
139.96	@card@
8,917	@card@
14:59.96	@card@
276,197	@card@
10-9-8	@card@
140,270	@card@
39,331	@card@
543.90	@card@
146.14	@card@
60021	@card@
146.09	@card@
600.0	@card@
20,129	@card@
146.95	@card@
445.79	@card@
714.10/715.10	@card@
59,291	@card@
308,868	@card@
137,427	@card@
421-0164	@card@
653,171	@card@
631.10	@card@
608.57	@card@
571.10/572.10	@card@
34,899	@card@
GOLDEN	golden
Goldfinch	goldfinch
299.00	@card@
660.25	@card@
39,443	@card@
63/4	@card@
619.60	@card@
74,49	@card@
666.35	@card@
699.90/700.90	@card@
WALTZ	Waltz
94249	@card@
02/15/2006	@card@
3,017,303	@card@
60,719	@card@
109,294	@card@
91.350	@card@
15.275	@card@
117,345	@card@
1:06:46.25	@card@
592.30	@card@
310,762	@card@
22,484	@card@
83,164	@card@
578/582	@card@
125,625	@card@
40,866	@card@
51,235	@card@
713,414	@card@
267,400	@card@
559.52	@card@
559.40	@card@
538.30/539.00	@card@
66,100	@card@
486-0141	@card@
121-119	@card@
684.70	@card@
16.025	@card@
564.60	@card@
557.10	@card@
42,091	@card@
TRIANGLE	Triangle
01/16/2006	@card@
mantled	mantle
676.25	@card@
676.30	@card@
640.90	@card@
566.00/567.00	@card@
16.125	@card@
497-9989	@card@
603.40	@card@
117,679	@card@
330-836-0777	@card@
236,607	@card@
Vasa	vasa
carets	caret
17,196	@card@
15.450	@card@
MERKERSON	Merkerson
261-9220	@card@
575-580	@card@
Golden-age	golden-age
379,701	@card@
1069.50	@card@
276,700	@card@
434-0200	@card@
051.50	@card@
156.98	@card@
127-121	@card@
641.25	@card@
680.40	@card@
604.65	@card@
517.20	@card@
GOULDEN	Goulden
715.2	@card@
626.40	@card@
603,603	@card@
1,42	@card@
1,92	@card@
145,059	@card@
583,40	@card@
Goldfield	goldfield
4,428,327	@card@
112,737	@card@
49,841	@card@
FairField	Fairfield
3,655,000	@card@
166.06	@card@
161.54	@card@
906.42	@card@
595,300	@card@
5,211	@card@
40,153	@card@
645.80	@card@
645.85	@card@
45-501	@card@
JIMINY	Jiminy
595.10	@card@
893-0803	@card@
22,680	@card@
38.60	@card@
01/18/2006	@card@
NUGGETS	nugget
GOLDSON	Goldson
GOLDFIELD	goldfield
466,697	@card@
252.80	@card@
14,036	@card@
682.20	@card@
154.62	@card@
560.80	@card@
01/27/2006	@card@
149.66	@card@
519.99	@card@
Goldeye	goldeye
149.56	@card@
149.89	@card@
303-982-3237	@card@
Goldmine	goldmine
578.36	@card@
149.25	@card@
115,448	@card@
175.12	@card@
616.10/616.90	@card@
643.60	@card@
643.20	@card@
585.50	@card@
643.00	@card@
664-2200	@card@
649.10	@card@
649.75	@card@
147.70	@card@
147.81	@card@
147.51	@card@
147.59	@card@
49,617	@card@
144.12	@card@
795.56	@card@
590.75	@card@
568.32	@card@
692.90	@card@
Goldeyes	goldeye
STEVENSON	Stevenson
568.80	@card@
333,221	@card@
568.10	@card@
168.55	@card@
2,170-2,350	@card@
653.60	@card@
1175.50	@card@
PHILLIPPE	Phillippe
5.274	@card@
634.60/635.50	@card@
MASLIN	Maslin
1.35192	@card@
Goldcrest	goldcrest
67-555	@card@
655.30	@card@
621.25	@card@
621.10	@card@
26,041	@card@
98,583	@card@
ERINN	Erinn
1:32:29.78	@card@
31,666	@card@
52,850	@card@
52,857	@card@
1-800-328-1144	@card@
536.30	@card@
2,795,000	@card@
634.50/635.40	@card@
625.20/626.00	@card@
410-391-8700	@card@
600.10/600.80	@card@
573.50	@card@
607.79	@card@
322,737	@card@
NUGGET	Nugget
458.22	@card@
573.60	@card@
405.54	@card@
98	@card@
02/28/2006	@card@
680.8	@card@
202.88	@card@
10,310	@card@
55,495	@card@
MEADOW	meadow
624.00/624.70	@card@
704.50	@card@
GOLDFINCH	goldfinch
603.10/603.60	@card@
572.30	@card@
544.80	@card@
627.40/628.10	@card@
TWILIGHT	twilight
610.6	@card@
74,718	@card@
Goldens	golden
26,467	@card@
634.20/634,90	@card@
663.30	@card@
554,488	@card@
74,844	@card@
93,597	@card@
322,379	@card@
GOLDINGER	Goldinger
553,851	@card@
540.80	@card@
613.20/614.00	@card@
162,105	@card@
101,645	@card@
Porcupine	porcupine
Replenishes	replenish
1:37.32	@card@
304-258-2606	@card@
78.46	@card@
108.65	@card@
628.44	@card@
628.25	@card@
GOLDILOCKS	goldilocks
565.65	@card@
565.85	@card@
48,868	@card@
602.10	@card@
1:14,79	@card@
565.30	@card@
421,400	@card@
602.90	@card@
561,477	@card@
702.50	@card@
640,384	@card@
690.70	@card@
7480	@card@
638.90	@card@
TRICKS	trick
OLDIES	oldie
646.00	@card@
592.00/594.00	@card@
319,614	@card@
288,400	@card@
563.10	@card@
15:07.71	@card@
65,883	@card@
400.46	@card@
624.80	@card@
624.41	@card@
624.40	@card@
1:23:13.3	@card@
6.095	@card@
400/32	@card@
65,990	@card@
Opportune	opportune
602.90-603.40	@card@
SINE	Sine
370.60	@card@
Goldeye	goldeye
590-592	@card@
649.80/650.60	@card@
GoldCrest	goldcrest
618.40	@card@
GOLDENEYE	goldeneye
03/27/2006	@card@
250.005	@card@
661.70	@card@
611.90	@card@
681.80	@card@
18,273	@card@
Petrochemicals	petrochemical
4,714,932	@card@
157.89	@card@
Goldfields	goldfield
598.30	@card@
18,428	@card@
1:07.00	@card@
699.90	@card@
scarlets	scarlet
155.69	@card@
155.99	@card@
42.2222	@card@
431,800	@card@
606-1540	@card@
644.90	@card@
200.26	@card@
GOLDSBY	Goldsby
200.97	@card@
460.34	@card@
0.899664	@card@
1:04:37.37	@card@
Goldeneye	goldeneye
810-0146	@card@
577.40	@card@
594.00	@card@
577.00	@card@
926,001	@card@
648.95	@card@
1998-91	@card@
804,321	@card@
524.30	@card@
388-2518	@card@
634.90	@card@
634.80	@card@
mollies	molly
634.04	@card@
9,561	@card@
408,351	@card@
627.75	@card@
547.60	@card@
547.30	@card@
14.800	@card@
143.25	@card@
1:20:44.1	@card@
2,222,222	@card@
394,406	@card@
259-9399	@card@
613.40	@card@
620.90	@card@
620.60	@card@
582.75	@card@
375-1358	@card@
582.50	@card@
545.60	@card@
100,314	@card@
100,304	@card@
100,345	@card@
162.52	@card@
162.24	@card@
1,000.000	@card@
CHICO	Chico
800-8523-4333	@card@
11,373	@card@
144-105	@card@
596.25	@card@
615.20	@card@
579.40	@card@
725.75	@card@
Golden	golden
211,526	@card@
767,514	@card@
100,166	@card@
9,945	@card@
7.169	@card@
390.9	@card@
MINDscape	Mindscape
28,257	@card@
169.31	@card@
148.56	@card@
332-5845	@card@
687.00	@card@
Goldfinches	goldfinch
Golder	gold
chAse	chase
3,333,088	@card@
mauves	mauve
642.55	@card@
586.60	@card@
687.60	@card@
567.25	@card@
651.60/652.30	@card@
PENTAX	Pentax
567.05	@card@
PENTAX	Pentax
567.8	@card@
567.0	@card@
561.75	@card@
561.20	@card@
713-866-6249	@card@
554.00/540.90	@card@
11,849	@card@
553.20	@card@
589.50-603.10	@card@
119,850	@card@
FAZIO	Fazio
Goldsmiths	goldsmith
553.70	@card@
119,875	@card@
652,549	@card@
101-63	@card@
GONG	gong
427-5169	@card@
630-226-0300	@card@
864-5160	@card@
574.65	@card@
Garrets	garret
ULLA	Ulla
586-739-8930	@card@
Small-to-Medium-Sized	small-to-medium-sized
592.91	@card@
50.479	@card@
Gonorrhea	gonorrhea
Biocycle	biocycle
BORNEO	Borneo
8851	@card@
RIGA	Riga
4-6,6-4	@card@
1:15:30	@card@
2.204	@card@
LOYOLA	Loyola
863-4653	@card@
Golfs	golf
BANKRUPT	bankrupt
28-11-2	@card@
672-9405	@card@
NOR	nor
27,415	@card@
2,204,000	@card@
GIbbon	Gibbon
798-5457	@card@
GONZALES	Gonzales
39678532	@card@
740-360-9226	@card@
Golf-Ball	golf-ball
GOLLY	golly
561-9800	@card@
Golem	golem
Student-Athlete	student-athlete
967-7351	@card@
187-40	@card@
120-22	@card@
298-294	@card@
682.69	@card@
stots	stot
17750777	@card@
GOMEL	Gomel
6:55.13	@card@
Swift	swift
630-759-4497	@card@
16,052	@card@
TONY	tony
150-164	@card@
663-9875	@card@
546-2002	@card@
21-966-2525	@card@
14,985	@card@
Gongs	gong
HARE	hare
Gondola	gondola
GOLFING	golf
39615356	@card@
chuntered	chunter
882-0684	@card@
4:55	@card@
Golf-ball	golf-ball
598-3494	@card@
Golly	golly
209-243	@card@
187,550	@card@
Gon	gon
86-78--164	@card@
1,675,170	@card@
PACKAGES	package
554-3939	@card@
1-800-234-4071	@card@
GONE	go
499-1284	@card@
Putts	putt
155-183	@card@
afterimages	afterimage
62-125	@card@
903-535-5452	@card@
Recalled	recall
SARE	Sare
114-13	@card@
Gong	gong
Sized	sized
324-9093	@card@
GOLIAD	Goliad
puttered	putter
770,610	@card@
Gombos	gombo
Gondoliers	gondolier
650,336	@card@
thous	thou
404-0123	@card@
0437321394	@card@
DRAKE	Drake
LeTang	Letang
452-6406	@card@
66-68-73	@card@
91-82	@card@
SCHOLARSHIPS	scholarship
State-chartered	state-chartered
39470	@card@
catheterised	catheterise
GOLFER	golfer
straths	strath
8,086	@card@
Gonads	gonad
596-4400	@card@
Gonorrhoea	gonorrhoea
TRIES	try
682,251	@card@
Imp	imp
34,013.66	@card@
Gondolas	gondola
FEATS	feat
6:47.88	@card@
685-0168	@card@
2:15:28	@card@
800-628-5808	@card@
Good-time	good-time
441-9400	@card@
